toko,kategori,nama_produk,harga,harga_original,harga_member,diskon,rating,jumlah_review,jumlah_terjual,lokasi,brand,url_produk,url_gambar,tanggal_scraping,halaman
Watsons,Makeup,BARENBLISS Bloomdew Inner Light Serum Tint MW1 Cosmos 30g,129000,,,,,0.0,,Indonesia,BARENBLISS,https://www.watsons.co.id/id/barenbliss-bloomdew-inner-light-serum-tint-mw1-cosmos-30g/p/BP_43947,,2026-05-07,32
Watsons,Makeup,INEZ Inez 900 Suede Lip Color 05 Red Oxide 7ml,97500,,,,,0.0,,Indonesia,INEZ,https://www.watsons.co.id/id/inez-inez-900-suede-lip-color-05-red-oxide-7ml/p/BP_40998,,2026-05-07,32
Watsons,Makeup,INEZ Inez 900 Suede Lip Color 03 Dark Maple 7ml,97500,,,,,0.0,,Indonesia,INEZ,https://www.watsons.co.id/id/inez-inez-900-suede-lip-color-03-dark-maple-7ml/p/BP_40993,,2026-05-07,32
Watsons,Makeup,MAKE OVER Perfect Cover Powder Foundation Refill 08 Honey 10g,100000,125000.0,95000.0,20.0,,0.0,,Indonesia,MAKE,https://www.watsons.co.id/id/make-over-perfect-cover-powder-foundation-refill-08-honey-10g/p/BP_61189,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,32
Watsons,Makeup,MAKE OVER Perfect Cover Powder Foundation Refill 05 Cinnamon 10g,100000,125000.0,95000.0,20.0,,0.0,,Indonesia,MAKE,https://www.watsons.co.id/id/make-over-perfect-cover-powder-foundation-refill-05-cinnamon-10g/p/BP_61188,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,32
Watsons,Makeup,MAKE OVER Perfect Cover Powder Foundation Refill 04 Desert 10g,100000,125000.0,95000.0,20.0,,0.0,,Indonesia,MAKE,https://www.watsons.co.id/id/make-over-perfect-cover-powder-foundation-refill-04-desert-10g/p/BP_61187,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,32
Watsons,Makeup,MAKE OVER Perfect Cover Powder Foundation Refill 03 Maple 10g,100000,125000.0,95000.0,20.0,,0.0,,Indonesia,MAKE,https://www.watsons.co.id/id/make-over-perfect-cover-powder-foundation-refill-03-maple-10g/p/BP_61186,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,32
Watsons,Makeup,MAKE OVER Perfect Cover Powder Foundation Refill 02 Coral 10g,100000,125000.0,95000.0,20.0,,0.0,,Indonesia,MAKE,https://www.watsons.co.id/id/make-over-perfect-cover-powder-foundation-refill-02-coral-10g/p/BP_61185,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,32
Watsons,Makeup,MAKE OVER Perfect Cover Powder Foundation Refill 01 Lace 10g,100000,125000.0,95000.0,20.0,,0.0,,Indonesia,MAKE,https://www.watsons.co.id/id/make-over-perfect-cover-powder-foundation-refill-01-lace-10g/p/BP_61184,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,32
Watsons,Makeup,WARDAH Colorfit Velvet Powder Foundation Refill 52N Almond 11g,59500,,,,,0.0,,Indonesia,WARDAH,https://www.watsons.co.id/id/wardah-colorfit-velvet-powder-foundation-refill-52n-almond-11g/p/BP_21977,,2026-05-07,32
Watsons,Makeup,WARDAH Colorfit Velvet Powder Foundation Refill 11C Pink Fair 11g,59500,,,,5.0,3.0,,Indonesia,WARDAH,https://www.watsons.co.id/id/wardah-colorfit-velvet-powder-foundation-refill-11c-pink-fair-11g/p/BP_21965,,2026-05-07,32
Watsons,Makeup,WARDAH Colorfit Velvet Powder Foundation Refill 43W Golden Sand 11g,59500,,,,,0.0,,Indonesia,WARDAH,https://www.watsons.co.id/id/wardah-colorfit-velvet-powder-foundation-refill-43w-golden-sand-11g/p/BP_21974,,2026-05-07,32
Watsons,Makeup,WARDAH Colorfit Velvet Powder Foundation Refill 33W Olive Beige 11g,59500,,,,5.0,2.0,,Indonesia,WARDAH,https://www.watsons.co.id/id/wardah-colorfit-velvet-powder-foundation-refill-33w-olive-beige-11g/p/BP_21972,,2026-05-07,32
Watsons,Makeup,INEZ Inez Color Contour Plus Face Compact Powder - 01 Natural Glow 12ml,47600,59500.0,,20.0,,0.0,,Indonesia,INEZ,https://www.watsons.co.id/id/inez-inez-color-contour-plus-face-compact-powder-01-natural-glow-12ml/p/BP_41043,,2026-05-07,32
Watsons,Makeup,WARDAH EyeXpert Perfect Brow and Liner Bundle,109500,144000.0,,,,0.0,,Indonesia,WARDAH,https://www.watsons.co.id/id/wardah-eyexpert-perfect-brow-and-liner-bundle/p/BP_74578,,2026-05-07,32
Watsons,Makeup,GLAD2GLOW Flawless Blurring Skin Tint 01 Buttercream 30g,57000,59000.0,,,5.0,9.0,,Indonesia,GLAD2GLOW,https://www.watsons.co.id/id/glad2glow-flawless-blurring-skin-tint-01-buttercream-30g/p/BP_61001,,2026-05-07,32
Watsons,Makeup,JUDYDOLL Iron Mascara#02 Brown,100000,125000.0,,10.0,5.0,1.0,,Indonesia,JUDYDOLL,https://www.watsons.co.id/id/judydoll-iron-mascara-02-brown/p/BP_59543,,2026-05-07,32
Watsons,Makeup,STUDIO TROPIK DreamSetter Airbrush Cover Cushion Soft Matte Filter NC04 11g,179000,,,,,0.0,,Indonesia,STUDIO,https://www.watsons.co.id/id/studio-tropik-dreamsetter-airbrush-cover-cushion-soft-matte-filter-nc04-11g/p/BP_59941,,2026-05-07,32
Watsons,Makeup,STUDIO TROPIK DreamSetter Airbrush Cover Cushion Soft Matte Filter N05 11g,179000,,,,,0.0,,Indonesia,STUDIO,https://www.watsons.co.id/id/studio-tropik-dreamsetter-airbrush-cover-cushion-soft-matte-filter-n05-11g/p/BP_59939,,2026-05-07,32
Watsons,Makeup,MAKE OVER Small Sharpener,31000,,,,5.0,2.0,,Indonesia,MAKE,https://www.watsons.co.id/id/make-over-small-sharpener/p/BP_63144,,2026-05-07,32
Watsons,Makeup,GLAD2GLOW Flawless Blurring Skin Tint 00 Affogato 30g,57000,59000.0,,,5.0,3.0,,Indonesia,GLAD2GLOW,https://www.watsons.co.id/id/glad2glow-flawless-blurring-skin-tint-00-affogato-30g/p/BP_60988,,2026-05-07,32
Watsons,Makeup,ESQA Minimalist Blurring Finishing Powder Warm 5g,117000,145000.0,117000.0,,,0.0,,Indonesia,ESQA,https://www.watsons.co.id/id/esqa-minimalist-blurring-finishing-powder-warm-5g/p/BP_74931,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,32
Watsons,Makeup,ESQA Minimalist Blurring Finishing Powder Cool 5g,117000,145000.0,117000.0,,,0.0,,Indonesia,ESQA,https://www.watsons.co.id/id/esqa-minimalist-blurring-finishing-powder-cool-5g/p/BP_74932,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,32
Watsons,Makeup,ESQA Minimalist Blurring Finishing Powder Neutral 5g,117000,145000.0,117000.0,,,0.0,,Indonesia,ESQA,https://www.watsons.co.id/id/esqa-minimalist-blurring-finishing-powder-neutral-5g/p/BP_74930,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,32
Watsons,Makeup,WARDAH Bundle Ombre Glasting Liquid Lip,150500,198000.0,,,,0.0,,Indonesia,WARDAH,https://www.watsons.co.id/id/wardah-bundle-ombre-glasting-liquid-lip/p/BP_74446,,2026-05-07,32
Watsons,Makeup,SOMETHINC WANTED Eyeshadow Palette - One Piece Edition,115000,230000.0,,50.0,5.0,1.0,,Indonesia,SOMETHINC,https://www.watsons.co.id/id/somethinc-wanted-eyeshadow-palette-one-piece-edition/p/BP_61846,,2026-05-07,32
Watsons,Makeup,GLAD2GLOW Flawless Blurring Skin Tint 05 Cinnamon 30g,57000,59000.0,,,5.0,1.0,,Indonesia,GLAD2GLOW,https://www.watsons.co.id/id/glad2glow-flawless-blurring-skin-tint-05-cinnamon-30g/p/BP_61034,,2026-05-07,32
Watsons,Makeup,MAKE OVER Make Over Power Stay Eye Palette Futurist Gleam,255200,319000.0,242440.0,20.0,,0.0,,Indonesia,MAKE,https://www.watsons.co.id/id/make-over-make-over-power-stay-eye-palette-futurist-gleam/p/BP_36027,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,32
Watsons,Makeup,SOMETHINC Vivid Gradient Powder Blush Cotton One Piece Edition,54500,109000.0,,50.0,,0.0,,Indonesia,SOMETHINC,https://www.watsons.co.id/id/somethinc-vivid-gradient-powder-blush-cotton-one-piece-edition/p/BP_61843,,2026-05-07,33
Watsons,Makeup,SOMETHINC Vivid Gradient Powder Blush Candy - One Piece Edition,54500,109000.0,,50.0,,0.0,,Indonesia,SOMETHINC,https://www.watsons.co.id/id/somethinc-vivid-gradient-powder-blush-candy-one-piece-edition/p/BP_61844,,2026-05-07,33
Watsons,Makeup,GLAD2GLOW Flawless Blurring Skin Tint 04 Ginger 30g,57000,59000.0,,,5.0,1.0,,Indonesia,GLAD2GLOW,https://www.watsons.co.id/id/glad2glow-flawless-blurring-skin-tint-04-ginger-30g/p/BP_61032,,2026-05-07,33
Watsons,Makeup,BARENBLISS Bloomatte Soul-Matte Loose Powder 01 Light Vanilla Ice 6.8g,111900,,,,,0.0,,Indonesia,BARENBLISS,https://www.watsons.co.id/id/barenbliss-bloomatte-soul-matte-loose-powder-01-light-vanilla-ice-6.8g/p/BP_41722,,2026-05-07,33
Watsons,Makeup,BARENBLISS Bloomatte Soul-Matte Loose Powder 00 Fair Apple Gelato 6.8g,111900,,,,,0.0,,Indonesia,BARENBLISS,https://www.watsons.co.id/id/barenbliss-bloomatte-soul-matte-loose-powder-00-fair-apple-gelato-6.8g/p/BP_41721,,2026-05-07,33
Watsons,Makeup,INEZ Inez Color Contour Plus Eyeshadow Collection - 05 Venice 6ml,49725,58500.0,,15.0,,0.0,,Indonesia,INEZ,https://www.watsons.co.id/id/inez-inez-color-contour-plus-eyeshadow-collection-05-venice-6ml/p/BP_41013,,2026-05-07,33
Watsons,Makeup,STUDIO TROPIK Studio Tropik DreamSetter Airbrush Setting Powder Neutral 9g,199800,,,,,0.0,,Indonesia,STUDIO,https://www.watsons.co.id/id/studio-tropik-studio-tropik-dreamsetter-airbrush-setting-powder-neutral-9g/p/BP_40544,,2026-05-07,33
Watsons,Makeup,STUDIO TROPIK Studio Tropik DreamSetter Airbrush Setting Powder Warm 9g,199800,,,,,0.0,,Indonesia,STUDIO,https://www.watsons.co.id/id/studio-tropik-studio-tropik-dreamsetter-airbrush-setting-powder-warm-9g/p/BP_40546,,2026-05-07,33
Watsons,Makeup,STUDIO TROPIK Studio Tropik DreamSetter Airbrush Setting Powder Cool 9g,199800,,,,,0.0,,Indonesia,STUDIO,https://www.watsons.co.id/id/studio-tropik-studio-tropik-dreamsetter-airbrush-setting-powder-cool-9g/p/BP_40545,,2026-05-07,33
Watsons,Makeup,STUDIO TROPIK Studio Tropik DreamSetter Airbrush Setting Powder Translucent 9g,199800,,,,,0.0,,Indonesia,STUDIO,https://www.watsons.co.id/id/studio-tropik-studio-tropik-dreamsetter-airbrush-setting-powder-translucent-9g/p/BP_40543,,2026-05-07,33
Watsons,Makeup,EMINA Ms. Pimple Acne Solution Moisturizing Gel 20ml,30000,,,,5.0,15.0,,Indonesia,EMINA,https://www.watsons.co.id/id/emina-ms.-pimple-acne-solution-moisturizing-gel-20ml/p/BP_80742,,2026-05-07,33
Watsons,Makeup,JUDYDOLL Tinted Sunscreen #04 Sand,167200,209000.0,,10.0,5.0,1.0,,Indonesia,JUDYDOLL,https://www.watsons.co.id/id/judydoll-tinted-sunscreen-04-sand/p/BP_59582,,2026-05-07,33
Watsons,Makeup,THE BALM The Balm Furrowcious Brow Pencil Blonde 0.09g,260000,,,,,0.0,,Indonesia,THE,https://www.watsons.co.id/id/the-balm-the-balm-furrowcious-brow-pencil-blonde-0.09g/p/BP_35697,,2026-05-07,33
Watsons,Makeup,BARENBLISS Gold Makes Gorgeous Lip Balm 3.2g,55920,69900.0,53124.0,20.0,,0.0,,Indonesia,BARENBLISS,https://www.watsons.co.id/id/barenbliss-gold-makes-gorgeous-lip-balm-3.2g/p/BP_43504,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,33
Watsons,Makeup,AMUSE Dew Power Vegan Cushion 04 Tan 15g,312696,481071.0,,35.0,,0.0,,Indonesia,AMUSE,https://www.watsons.co.id/id/amuse-dew-power-vegan-cushion-04-tan-15g/p/BP_64498,,2026-05-07,33
Watsons,Makeup,AMUSE Dew Power Vegan Cushion 01 Pure 15g,312696,481071.0,,35.0,,0.0,,Indonesia,AMUSE,https://www.watsons.co.id/id/amuse-dew-power-vegan-cushion-01-pure-15g/p/BP_64496,,2026-05-07,33
Watsons,Makeup,AMUSE Dew Power Vegan Cushion 1.5 Natural 15g,312696,481071.0,,35.0,,0.0,,Indonesia,AMUSE,https://www.watsons.co.id/id/amuse-dew-power-vegan-cushion-1.5-natural-15g/p/BP_64497,,2026-05-07,33
Watsons,Makeup,BARENBLISS Make Me Plushy Eyebrow Duo Natural Grey,59000,,,,,0.0,,Indonesia,BARENBLISS,https://www.watsons.co.id/id/barenbliss-make-me-plushy-eyebrow-duo-natural-grey/p/BP_47510,,2026-05-07,33
Watsons,Makeup,INEZ Inez Color Contour Plus Eyeshadow Collection 11 Dubai,58500,,,,5.0,1.0,,Indonesia,INEZ,https://www.watsons.co.id/id/inez-inez-color-contour-plus-eyeshadow-collection-11-dubai/p/BP_43357,,2026-05-07,33
Watsons,Makeup,"INSTAPERFECT Noir Lash Mascara (Maskara Bulu Mata Smudgeproof, Anti Clumpy, Lentik Panjang Tebal Natural - Tahan Lama 24 Jam Instant Lash Lift)",112500,148000.0,,20.0,5.0,3.0,,Indonesia,INSTAPERFECT,https://www.watsons.co.id/id/instaperfect-noir-lash-mascara-maskara-bulu-mata-smudgeproof-anti-clumpy-lentik-panjang-tebal-natural-tahan-lama-24-jam-instant-lash-lift/p/BP_45125,,2026-05-07,33
Watsons,Makeup,ABSOLUTE NY Absolute New York Supreme Slim Demi-Matte Lipstick Azalea 1.3g,145000,,,,,0.0,,Indonesia,ABSOLUTE,https://www.watsons.co.id/id/absolute-ny-absolute-new-york-supreme-slim-demi-matte-lipstick-azalea-1.3g/p/BP_35762,,2026-05-07,33
Watsons,Makeup,MAKE OVER Make Over Powerstay Total Cover Matte Cream Foundation N10 Marble 12g,165000,,,,,0.0,,Indonesia,MAKE,https://www.watsons.co.id/id/make-over-make-over-powerstay-total-cover-matte-cream-foundation-n10-marble-12g/p/BP_20285,,2026-05-07,33
Watsons,Makeup,ABSOLUTE NY Absolute New York Supreme Slim Demi-Matte Lipstick English Rose 1.3g,145000,,,,,0.0,,Indonesia,ABSOLUTE,https://www.watsons.co.id/id/absolute-ny-absolute-new-york-supreme-slim-demi-matte-lipstick-english-rose-1.3g/p/BP_35761,,2026-05-07,33
Watsons,Makeup,MAKE OVER Make Over Powerstay Total Cover Matte Cream Foundation W22 Warm Ivory 12g,165000,,,,,0.0,,Indonesia,MAKE,https://www.watsons.co.id/id/make-over-make-over-powerstay-total-cover-matte-cream-foundation-w22-warm-ivory-12g/p/BP_20286,,2026-05-07,33
Watsons,Makeup,MAKE OVER Make Over Powerstay Total Cover Matte Cream Foundation C62 Rich Cocoa 12g,165000,,,,,0.0,,Indonesia,MAKE,https://www.watsons.co.id/id/make-over-make-over-powerstay-total-cover-matte-cream-foundation-c62-rich-cocoa-12g/p/BP_20292,,2026-05-07,33
Watsons,Makeup,MAKE OVER Make Over Powerstay Total Cover Matte Cream Foundation W33 Honey Beige 12g,165000,,,,3.0,1.0,,Indonesia,MAKE,https://www.watsons.co.id/id/make-over-make-over-powerstay-total-cover-matte-cream-foundation-w33-honey-beige-12g/p/BP_20287,,2026-05-07,33
Watsons,Makeup,WARDAH Wardah Refill Colorfit Perfect Glow Cushion 21W Linen 15g - Tahan Lama Hingga 12 Jam Dilengkapi SPF 33 PA+++,102500,,,,,0.0,,Indonesia,WARDAH,https://www.watsons.co.id/id/wardah-wardah-refill-colorfit-perfect-glow-cushion-21w-linen-15g-tahan-lama-hingga-12-jam-dilengkapi-spf-33-pa/p/BP_51180,,2026-05-07,33
Watsons,Makeup,WARDAH Wardah Refill Colorfit Perfect Glow Cushion 21C Shell 15g - Tahan Lama Hingga 12 Jam Dilengkapi SPF 33 PA+++,102500,,,,,0.0,,Indonesia,WARDAH,https://www.watsons.co.id/id/wardah-wardah-refill-colorfit-perfect-glow-cushion-21c-shell-15g-tahan-lama-hingga-12-jam-dilengkapi-spf-33-pa/p/BP_51093,,2026-05-07,33
Watsons,Makeup,WARDAH Wardah Refill Colorfit Perfect Glow Cushion 33W Olive Beige 15g - Tahan Lama Hingga 12 Jam Dilengkapi SPF 33 PA+++,102500,,,,,0.0,,Indonesia,WARDAH,https://www.watsons.co.id/id/wardah-wardah-refill-colorfit-perfect-glow-cushion-33w-olive-beige-15g-tahan-lama-hingga-12-jam-dilengkapi-spf-33-pa/p/BP_50813,,2026-05-07,33
Watsons,Makeup,WARDAH Wardah Refill Colorfit Perfect Glow Cushion 31W Crème Beige 15g - Tahan Lama Hingga 12 Jam Dilengkapi SPF 33 PA+++,102500,,,,,0.0,,Indonesia,WARDAH,https://www.watsons.co.id/id/wardah-wardah-refill-colorfit-perfect-glow-cushion-31w-cr%C3%A8me-beige-15g-tahan-lama-hingga-12-jam-dilengkapi-spf-33-pa/p/BP_50812,,2026-05-07,33
Watsons,Makeup,SOMETHINC Somethinc Tamago Airy Blush - Honey,81000,,,,,0.0,,Indonesia,SOMETHINC,https://www.watsons.co.id/id/somethinc-somethinc-tamago-airy-blush-honey/p/BP_29932,,2026-05-07,33
Watsons,Makeup,SOMETHINC SOMETHINC TAMAGO A/BLUSH MOISELLE,40500,81000.0,,50.0,5.0,2.0,,Indonesia,SOMETHINC,https://www.watsons.co.id/id/somethinc-somethinc-tamago-a-blush-moiselle/p/BP_25673,,2026-05-07,33
Watsons,Makeup,SOMETHINC Somethinc Mademoiselle Soft Focus Powder Blush Twinkle,40500,81000.0,,50.0,,0.0,,Indonesia,SOMETHINC,https://www.watsons.co.id/id/somethinc-somethinc-mademoiselle-soft-focus-powder-blush-twinkle/p/BP_36257,,2026-05-07,34
Watsons,Makeup,SOMETHINC Somethinc Mademoiselle Soft Focus Powder Blush Picnic,40500,81000.0,,50.0,5.0,4.0,,Indonesia,SOMETHINC,https://www.watsons.co.id/id/somethinc-somethinc-mademoiselle-soft-focus-powder-blush-picnic/p/BP_36252,,2026-05-07,34
Watsons,Makeup,SOMETHINC Somethinc Mademoiselle Soft Focus Powder Blush Heart,81000,,,,5.0,2.0,,Indonesia,SOMETHINC,https://www.watsons.co.id/id/somethinc-somethinc-mademoiselle-soft-focus-powder-blush-heart/p/BP_36253,,2026-05-07,34
Watsons,Makeup,SOMETHINC Somethinc Mademoiselle Soft Focus Powder Blush Riot,81000,,,,3.0,1.0,,Indonesia,SOMETHINC,https://www.watsons.co.id/id/somethinc-somethinc-mademoiselle-soft-focus-powder-blush-riot/p/BP_36251,,2026-05-07,34
Watsons,Makeup,SOMETHINC Somethinc Mademoiselle Soft Focus Powder Blush Illusion,40500,81000.0,,50.0,,0.0,,Indonesia,SOMETHINC,https://www.watsons.co.id/id/somethinc-somethinc-mademoiselle-soft-focus-powder-blush-illusion/p/BP_36250,,2026-05-07,34
Watsons,Makeup,SOMETHINC Somethinc Tamago Airy Blush - Baby Love,40500,81000.0,,50.0,,0.0,,Indonesia,SOMETHINC,https://www.watsons.co.id/id/somethinc-somethinc-tamago-airy-blush-baby-love/p/BP_29929,,2026-05-07,34
Watsons,Makeup,INEZ Inez Color Contour Plus Lash-Lengthening Mascara - True Black 8ml,65500,,,,,0.0,,Indonesia,INEZ,https://www.watsons.co.id/id/inez-inez-color-contour-plus-lash-lengthening-mascara-true-black-8ml/p/BP_41070,,2026-05-07,34
Watsons,Makeup,BARENBLISS Locklook Silky Flawless Tinted Primer 21g,79000,,,,,0.0,,Indonesia,BARENBLISS,https://www.watsons.co.id/id/barenbliss-locklook-silky-flawless-tinted-primer-21g/p/BP_43949,,2026-05-07,34
Watsons,Makeup,JUDYDOLL Multiuse Blush W02 Medium Warm Skintone,175000,,,,,0.0,,Indonesia,JUDYDOLL,https://www.watsons.co.id/id/judydoll-multiuse-blush-w02-medium-warm-skintone/p/BP_59577,,2026-05-07,34
Watsons,Makeup,JUDYDOLL Multiuse Blush W01 Light Warm Skintone,175000,,,,,0.0,,Indonesia,JUDYDOLL,https://www.watsons.co.id/id/judydoll-multiuse-blush-w01-light-warm-skintone/p/BP_59556,,2026-05-07,34
Watsons,Makeup,JUDYDOLL Multiuse Blush N02 Medium Neutral Skintone,175000,,,,,0.0,,Indonesia,JUDYDOLL,https://www.watsons.co.id/id/judydoll-multiuse-blush-n02-medium-neutral-skintone/p/BP_59555,,2026-05-07,34
Watsons,Makeup,JUDYDOLL Multiuse Blush N01 Light Neutral Skintone,175000,,,,,0.0,,Indonesia,JUDYDOLL,https://www.watsons.co.id/id/judydoll-multiuse-blush-n01-light-neutral-skintone/p/BP_59554,,2026-05-07,34
Watsons,Makeup,JUDYDOLL Multiuse Blush C02 Cool Skintone Medium,175000,,,,,0.0,,Indonesia,JUDYDOLL,https://www.watsons.co.id/id/judydoll-multiuse-blush-c02-cool-skintone-medium/p/BP_59553,,2026-05-07,34
Watsons,Makeup,JUDYDOLL Multiuse Blush C01 Light Cool Skintone,175000,,,,5.0,1.0,,Indonesia,JUDYDOLL,https://www.watsons.co.id/id/judydoll-multiuse-blush-c01-light-cool-skintone/p/BP_59552,,2026-05-07,34
Watsons,Makeup,INEZ Inez Color Contour Plus Blusher with Brush 04 Autumn Rose 6ml,55500,,,,5.0,1.0,,Indonesia,INEZ,https://www.watsons.co.id/id/inez-inez-color-contour-plus-blusher-with-brush-04-autumn-rose-6ml/p/BP_41075,,2026-05-07,34
Watsons,Makeup,"INSTAPERFECT Skinfocus Cover Foundation W33 Warm Olive 30ml (Real Skin High Coverage, Breathable Comfort, SPF 40 PA+++)",171000,,,,,0.0,,Indonesia,INSTAPERFECT,https://www.watsons.co.id/id/instaperfect-skinfocus-cover-foundation-w33-warm-olive-30ml-real-skin-high-coverage-breathable-comfort-spf-40-pa/p/BP_27862,,2026-05-07,34
Watsons,Makeup,SOMETHINC Forever Stay Waterproof Liquid Eyeliner Brown - One Piece Edition,43500,87000.0,,50.0,5.0,3.0,,Indonesia,SOMETHINC,https://www.watsons.co.id/id/somethinc-forever-stay-waterproof-liquid-eyeliner-brown-one-piece-edition/p/BP_61845,,2026-05-07,34
Watsons,Makeup,WARDAH Wardah Colorfit Highlight Contour Palette 02 Medium,98000,,,,5.0,2.0,,Indonesia,WARDAH,https://www.watsons.co.id/id/wardah-wardah-colorfit-highlight-contour-palette-02-medium/p/BP_29905,,2026-05-07,34
Watsons,Makeup,LIGHT+ Wardah Lightening Liquid Foundation 04 Caramel (53W) 25ml,48450,57000.0,,15.0,,0.0,,Indonesia,LIGHT+,https://www.watsons.co.id/id/light-wardah-lightening-liquid-foundation-04-caramel-53w-25ml/p/BP_16497,,2026-05-07,34
Watsons,Makeup,LIGHT+ Wardah Lightening Liquid Foundation 02 Neutral Beige (32N) 25ml,48450,57000.0,,15.0,5.0,7.0,,Indonesia,LIGHT+,https://www.watsons.co.id/id/light-wardah-lightening-liquid-foundation-02-neutral-beige-32n-25ml/p/BP_16495,,2026-05-07,34
Watsons,Makeup,LIGHT+ Wardah Lightening Liquid Foundation 03 Warm Beige (32W) 25ml,48450,57000.0,,15.0,5.0,2.0,,Indonesia,LIGHT+,https://www.watsons.co.id/id/light-wardah-lightening-liquid-foundation-03-warm-beige-32w-25ml/p/BP_16496,,2026-05-07,34
Watsons,Makeup,MAKE OVER Make Over Shimmering Powder Goldinx,135000,,,,,0.0,,Indonesia,MAKE,https://www.watsons.co.id/id/make-over-make-over-shimmering-powder-goldinx/p/BP_16500,,2026-05-07,34
Watsons,Makeup,MAKE OVER Make Over Shimmering Powder Bronzed,135000,,,,,0.0,,Indonesia,MAKE,https://www.watsons.co.id/id/make-over-make-over-shimmering-powder-bronzed/p/BP_16498,,2026-05-07,34
Watsons,Makeup,MAKE OVER Make Over Shimmering Powder Quartza,135000,,,,,0.0,,Indonesia,MAKE,https://www.watsons.co.id/id/make-over-make-over-shimmering-powder-quartza/p/BP_16501,,2026-05-07,34
Watsons,Makeup,AMUSE Dew Tint Daisy 08 Amethyst 4g,208232,320357.0,,35.0,,0.0,,Indonesia,AMUSE,https://www.watsons.co.id/id/amuse-dew-tint-daisy-08-amethyst-4g/p/BP_64483,,2026-05-07,34
Watsons,Makeup,JUDYDOLL Longlasting Eyebrow #01 Light Brown,109000,,,,,0.0,,Indonesia,JUDYDOLL,https://www.watsons.co.id/id/judydoll-longlasting-eyebrow-01-light-brown/p/BP_59505,,2026-05-07,34
Watsons,Makeup,AMUSE Dew Tint Daisy 09 Mauve Grape 4g,208232,320357.0,,35.0,,0.0,,Indonesia,AMUSE,https://www.watsons.co.id/id/amuse-dew-tint-daisy-09-mauve-grape-4g/p/BP_64487,,2026-05-07,34
Watsons,Makeup,AMUSE Dew Tint Daisy 06 Fig Dew 4g,208232,320357.0,,35.0,,0.0,,Indonesia,AMUSE,https://www.watsons.co.id/id/amuse-dew-tint-daisy-06-fig-dew-4g/p/BP_64485,,2026-05-07,34
Watsons,Makeup,MAKE OVER Hydrastay Smooth Lip Whip C07 Soirée 6.5g,95200,119000.0,90440.0,20.0,,0.0,,Indonesia,MAKE,https://www.watsons.co.id/id/make-over-hydrastay-smooth-lip-whip-c07-soir%C3%A9e-6.5g/p/BP_19655,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,34
Watsons,Makeup,GLAD2GLOW Perfect Cover Cushion 03 Custard,84150,99000.0,,15.0,5.0,27.0,,Indonesia,GLAD2GLOW,https://www.watsons.co.id/id/glad2glow-perfect-cover-cushion-03-custard/p/BP_42224,,2026-05-07,35
Watsons,Makeup,GLAD2GLOW Perfect Cover Cushion 02 Praline,84150,99000.0,,15.0,5.0,43.0,,Indonesia,GLAD2GLOW,https://www.watsons.co.id/id/glad2glow-perfect-cover-cushion-02-praline/p/BP_42223,,2026-05-07,35
Watsons,Makeup,MAKE OVER Make Over Powerstay Ultra Glow Highlighter 3 x 3.5g,168800,211000.0,160360.0,20.0,,0.0,,Indonesia,MAKE,https://www.watsons.co.id/id/make-over-make-over-powerstay-ultra-glow-highlighter-3-x-3.5g/p/BP_84128,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,35
Watsons,Makeup,MAKE OVER Hydrastay Smooth Lip Whip C09 Admire 6.5g,95200,119000.0,90440.0,20.0,5.0,2.0,,Indonesia,MAKE,https://www.watsons.co.id/id/make-over-hydrastay-smooth-lip-whip-c09-admire-6.5g/p/BP_19657,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,35
Watsons,Makeup,MAKE OVER Make Over Intense Matte Lip Cream 001 Lavish 6.5g,95200,119000.0,90440.0,20.0,,0.0,,Indonesia,MAKE,https://www.watsons.co.id/id/make-over-make-over-intense-matte-lip-cream-001-lavish-6.5g/p/BP_69077,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,35
Watsons,Makeup,MAKE OVER Make Over Hydrastay Glow Fluid Foundation W41 Coral Sand 35 ml,160800,201000.0,152760.0,20.0,,0.0,,Indonesia,MAKE,https://www.watsons.co.id/id/make-over-make-over-hydrastay-glow-fluid-foundation-w41-coral-sand-35-ml/p/BP_21383,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,35
