nama_produk,harga,harga_original,diskon,rating,jumlah_review,jumlah_terjual,sumber
Buy Sweet Classic #3 Get Free White Brush On Lash Glue,142900.0,142900.0,,,0.0,0.0,Sociolla
Fearless Beauty Liner Intense Black,119000.0,119000.0,,4.8625,14.0,16.0,Sociolla
Lash Glue Daily Use 1 Ml,25900.0,25900.0,,,0.0,0.0,Sociolla
Buy Fearless Beauty Liner Get Free Sweet Classic #1,119000.0,119000.0,,,0.0,0.0,Sociolla
Sexy Volume #2,42900.0,42900.0,,4.933333333333334,5.0,6.0,Sociolla
White Brush-On Lash Glue 2 x 2 mL,99000.0,99000.0,,5.0,2.0,2.0,Sociolla
Natural Flair #2 - 1 Pair Bundling Lem 1Ml,57900.0,57900.0,,,0.0,0.0,Sociolla
Buy Sweet Classic #1 Get Free White Brush On Lash Glue,142900.0,142900.0,,,0.0,0.0,Sociolla
Sweet Classic #3 - 1 Pair Bundling Lem 1Ml,57900.0,57900.0,,,0.0,0.0,Sociolla
Buy Natural Flair #3 Get Free White Brush On Lash Glue,142900.0,142900.0,,,0.0,0.0,Sociolla
White Brush On Lash Glue,62000.0,62000.0,,4.420322410147992,40.0,44.0,Sociolla
Natural Flair #2,92900.0,92900.0,,4.92,11.0,15.0,Sociolla
Sweet Classic #5 + White Brush On Lash Glue Set,104900.0,104900.0,,,0.0,0.0,Sociolla
Natural Flair #2 + White Brush On Lash Glue Set,104900.0,104900.0,,,0.0,0.0,Sociolla
Duo White Brush On Lash Glue,124000.0,124000.0,,,0.0,0.0,Sociolla
Buy Natural Flair #2 Get Free White Brush On Lash Glue,142900.0,142900.0,,,0.0,0.0,Sociolla
Lash Glue Daily Use 1 Ml X 2 Pcs,45900.0,45900.0,,,0.0,0.0,Sociolla
Blood 33cm Corn Pad 10s,55000.0,55000.0,,4.859649122807018,16.0,19.0,Sociolla
Blood Corn Liners 30s,39000.0,39000.0,,4.792929292929293,30.0,33.0,Sociolla
Blood 50cm Corn Panty Pad Size,65000.0,65000.0,,4.840909090909091,18.0,22.0,Sociolla
NeckHeat Neck & Shoulder Pain Relief,21000.0,21000.0,,4.708333333333333,19.0,20.0,Sociolla
BackHeat Back Pain Relief,21000.0,21000.0,,4.465949820788531,30.0,31.0,Sociolla
MenstruHeat Menstrual Cramp Relief,21000.0,21000.0,,4.833333333333333,35.0,36.0,Sociolla
Blood 25cm Corn Pad 14s,55000.0,55000.0,,4.8580246913580245,24.0,27.0,Sociolla
Blood 29cm Corn Pad 12s,55000.0,55000.0,,4.863636363636363,19.0,22.0,Sociolla
Sugar cane+calendula Exfoliating Facial Toner,139000.0,139000.0,,4.398,123.0,125.0,Sociolla
Sugarcane + Calendula Exfoliating Facial Mask,139000.0,139000.0,,4.514705882352941,31.0,34.0,Sociolla
Olive & Rosemary Deep Cleansing Oil,169000.0,169000.0,,4.432203389830509,58.0,59.0,Sociolla
TGIF Acne Spot Treatment Clay Cream,159000.0,159000.0,,4.528301886792453,50.0,53.0,Sociolla
Calendula+vitamin B3 Whitening Facial Toner,139000.0,139000.0,,4.422413793103448,114.0,116.0,Sociolla
Bakuchiol + Tamanu Spot Oil,99000.0,99000.0,,4.388888888888888,25.0,27.0,Sociolla
Bakuchiol + Almond Anti Aging,139000.0,139000.0,,4.514006342494714,42.0,44.0,Sociolla
Manuka + Magnolia Anti Acne Water Cream,159000.0,159000.0,,4.225806451612903,29.0,31.0,Sociolla
Tremella Daily Hydrating Toner,159000.0,159000.0,,4.8269230769230775,13.0,13.0,Sociolla
Airy Tint,89000.0,89000.0,,4.707692307692308,39.0,39.0,Sociolla
Lip Gel,109000.0,109000.0,,4.623220973782772,801.0,801.0,Sociolla
Lip Cotton,139000.0,139000.0,,4.6251612903225805,310.0,310.0,Sociolla
Brow Definer,129000.0,129000.0,,4.5460311193004,524.0,524.0,Sociolla
BLP X Tuku Lip Vinyl,89000.0,89000.0,,4.528571428571429,56.0,56.0,Sociolla
BLP X Tuku Butter Balm,79000.0,79000.0,,4.696296296296296,27.0,27.0,Sociolla
Face Concealer,139000.0,139000.0,,4.650366748166259,818.0,818.0,Sociolla
Face Powder 10 gr,159000.0,159000.0,,4.5870019342359765,2585.0,2585.0,Sociolla
Lip Bullet,129000.0,129000.0,,4.488919288645691,731.0,731.0,Sociolla
Face Glow New,109000.0,109000.0,,4.804166666666667,96.0,96.0,Sociolla
Lip Vinyl,89000.0,89000.0,,4.577358490566038,106.0,106.0,Sociolla
Lip Coat,139000.0,139000.0,,4.459693269722964,5386.0,5386.0,Sociolla
Nightfall,239000.0,239000.0,,4.6,13.0,13.0,Sociolla
Daybreak,239000.0,239000.0,,4.6,26.0,26.0,Sociolla
Lash Bash,129000.0,129000.0,,4.666019417475728,103.0,103.0,Sociolla
Makeup Seal & Lock,149000.0,149000.0,,4.9,4.0,4.0,Sociolla
Compact Powder,149000.0,149000.0,,4.580657640232109,517.0,517.0,Sociolla
Tremella Daily Hydrating Kit,247000.0,247000.0,,4.75,2.0,2.0,Sociolla
Makeup Fixer,119000.0,119000.0,,4.602702702702702,444.0,444.0,Sociolla
Butter Balm,79000.0,79000.0,,4.774691358024692,81.0,81.0,Sociolla
Eyeshadow Pen,139000.0,139000.0,,4.47059619235122,547.0,547.0,Sociolla
Face Base,199000.0,199000.0,,4.542896174863388,732.0,732.0,Sociolla
Face Powder 30 gr,259000.0,259000.0,,4.639080459770115,261.0,261.0,Sociolla
Cover Cushion,199000.0,199000.0,,4.580487804878049,820.0,820.0,Sociolla
Eye Definer,99000.0,99000.0,,4.747619047619048,42.0,42.0,Sociolla
Dream Brow,99000.0,99000.0,,4.8,1.0,1.0,Sociolla
Lip Liner  x Lip Coat Butter Fudge,228000.0,228000.0,,,0.0,0.0,Sociolla
Lip Liner  x Lip Vinyl,178000.0,178000.0,,,0.0,0.0,Sociolla
Lip Liner,89000.0,89000.0,,4.866666666666666,6.0,6.0,Sociolla
Power Liner,109000.0,109000.0,,4.573076923076923,156.0,156.0,Sociolla
Lip Bullet Biscotti x Lip Cotton,268000.0,268000.0,,,0.0,0.0,Sociolla
Lip Coat BF x Lip Cotton,278000.0,278000.0,,,0.0,0.0,Sociolla
Lip Coat BF x Face Base,328000.0,328000.0,,,0.0,0.0,Sociolla
Power Liner Copper x Lip Coat,248000.0,248000.0,,,0.0,0.0,Sociolla
Matte Liner,129000.0,129000.0,,4.529310344827587,116.0,116.0,Sociolla
Makeup Seal & Lock x Face Concealer,288000.0,288000.0,,,0.0,0.0,Sociolla
Makeup Seal & Lock x Makeup Fixer,268000.0,268000.0,,,0.0,0.0,Sociolla
Makeup Seal & Lock x Face Base,348000.0,348000.0,,,0.0,0.0,Sociolla
Makeup Seal & Lock x Face Powder,308000.0,308000.0,,,0.0,0.0,Sociolla
Eyeshadow Pen Walnut x Dream Brow Clear,238000.0,238000.0,,,0.0,0.0,Sociolla
Refill Cover Cushion,139000.0,139000.0,,4.646590909090909,176.0,176.0,Sociolla
Tremella Daily Hydrating Gel,179000.0,179000.0,,4.6625,20.0,20.0,Sociolla
Dream Brow Clear x Lash Bash,268000.0,268000.0,,,0.0,0.0,Sociolla
Dream Brow Dark Brown x Lash Bash,268000.0,268000.0,,,0.0,0.0,Sociolla
Tremella Daily Hydrating Cleanser,89000.0,89000.0,,4.725,50.0,50.0,Sociolla
Tremella Daily Hydrating Kit Special Packaging,323000.0,323000.0,,5.0,1.0,1.0,Sociolla
Eyeshadow Pen Walnut x Dream Brow Dark Brown,238000.0,238000.0,,,0.0,0.0,Sociolla
Eyeshadow Pen Copper Brown x Dream Brow Dark Brown,238000.0,238000.0,,,0.0,0.0,Sociolla
Eyeshadow Pen Copper Brown x Dream Brow Clear,238000.0,238000.0,,,0.0,0.0,Sociolla
Valentine Surprise Bundle,258000.0,258000.0,,4.7,6.0,6.0,Sociolla
Tremella Daily Hydrating Serum,139000.0,139000.0,,4.694444444444445,9.0,9.0,Sociolla
SOS Acne Gel,79000.0,79000.0,,4.642857142857142,7.0,7.0,Sociolla
Cleanser x Gel,268000.0,268000.0,,,0.0,0.0,Sociolla
Cleanser x Toner,248000.0,248000.0,,,0.0,0.0,Sociolla
Valentine Kiss Bundle,258000.0,258000.0,,4.799999999999999,6.0,6.0,Sociolla
Multipurpose Tinted Sunscreen SPF50/PA++++ 30gr,189000.0,189000.0,,4.444871794871795,195.0,195.0,Sociolla
Face Glow,189000.0,189000.0,,4.630852211434736,927.0,927.0,Sociolla
Valentine Warm Hug Bundle,258000.0,258000.0,,4.95,4.0,4.0,Sociolla
Body Mist - Fleur du Jardin,43950.0,43950.0,,4.576271186440678,59.0,59.0,Sociolla
Body Lotion Citron Glace,50650.0,50650.0,,4.705,50.0,50.0,Sociolla
Body Mist - Maison du Safran,43950.0,43950.0,,4.571428571428571,49.0,49.0,Sociolla
Body Mist - Citron Glace,43950.0,43950.0,,4.625000000000001,40.0,40.0,Sociolla
Body Mist - Marie Antoinette,43950.0,43950.0,,4.695035460992908,47.0,47.0,Sociolla
Body Lotion Maison du Safran,50650.0,50650.0,,4.685,50.0,50.0,Sociolla
Body Lotion Creme Canele,50650.0,50650.0,,4.75,113.0,113.0,Sociolla
Body Lotion Fleur du Jardin,50650.0,50650.0,,4.773936170212766,94.0,94.0,Sociolla
Body Mist - Crème Canele,43950.0,43950.0,,4.603703703703704,90.0,90.0,Sociolla
Body Mist La Lune Sacree,23800.0,23800.0,,4.606060606060606,22.0,22.0,Sociolla
Bonavie Package Poison of Citron Glace,143300.0,143300.0,,,0.0,0.0,Sociolla
Body Lotion Marie Antoinette,50650.0,50650.0,,4.747340425531915,94.0,94.0,Sociolla
Bonavie Package Poison of Maison du Safran,143300.0,143300.0,,,0.0,0.0,Sociolla
Bonavie Package Poison of Fleur du Jardin,143300.0,143300.0,,,0.0,0.0,Sociolla
Bonavie Package Poison of Crème Canele,143300.0,143300.0,,,0.0,0.0,Sociolla
Brightening Shower Gel - Marie Antoinette,79200.0,79200.0,,4.75,3.0,3.0,Sociolla
Gentle Shower Scrub - Citron Glace,83900.0,83900.0,,4.666666666666667,3.0,3.0,Sociolla
Bonavie Package Poison of Marie Antoinette,143300.0,143300.0,,,0.0,0.0,Sociolla
Gentle Shower Scrub - Marie Antoinette,83900.0,83900.0,,5.0,2.0,2.0,Sociolla
Gentle Shower Scrub - Crème Canelè,83900.0,83900.0,,4.625,2.0,2.0,Sociolla
Brightening Shower Gel - Citron Glace,79200.0,79200.0,,5.0,1.0,1.0,Sociolla
Gentle Shower Scrub - Maison du Safran,83900.0,83900.0,,4.625,2.0,2.0,Sociolla
Body Lotion La Lune Sacree,79200.0,79200.0,,5.0,1.0,1.0,Sociolla
Brightening Shower Gel - Crème Canele,79200.0,79200.0,,4.666666666666667,3.0,3.0,Sociolla
Bonavie paris hampers maison du safran,348400.0,348400.0,,,0.0,0.0,Sociolla
Bonavie Brightening Shower Gel - Maison du Safran,79200.0,79200.0,,4.699999999999999,5.0,5.0,Sociolla
Gentle Shower Scrub – Marie Antoinette (Special Edition Emily in Paris),83900.0,83900.0,,4.5,16.0,16.0,Sociolla
Body Lotion YLANG,162500.0,162500.0,,5.0,1.0,4.0,Sociolla
Body Lotion PATCHOULI,162500.0,162500.0,,4.888888888888889,6.0,9.0,Sociolla
Body Wash PATCHOULI,162500.0,162500.0,,5.0,3.0,6.0,Sociolla
Body Lotion BERGAMOT,162500.0,162500.0,,4.85,2.0,5.0,Sociolla
Body Lotion VETIVER,260000.0,260000.0,,4.9,3.0,5.0,Sociolla
Hand Sanitizer VETIVER,58000.0,58000.0,,5.0,2.0,4.0,Sociolla
Ultra Nourishing Body Oil PATCHOULI 60ml,230000.0,230000.0,,4.8500000000000005,4.0,5.0,Sociolla
Antibacterial Hand Wash PATCHOULI 300ml,210000.0,210000.0,,4.75,2.0,4.0,Sociolla
Botanical Essentials - Bundle VETIVER Body Lotion and Hand Sanitizer,318000.0,318000.0,,,0.0,0.0,Sociolla
Antibacterial Hand Wash VETIVER,210000.0,210000.0,,5.0,1.0,3.0,Sociolla
Travel Set YLANG 5x60ml FREE Travel Pouch,260000.0,260000.0,,5.0,2.0,2.0,Sociolla
Ultra Nourishing Body Oil VETIVER,230000.0,230000.0,,5.0,1.0,3.0,Sociolla
Ultra Nourishing Body Oil BERGAMOT 60ml,230000.0,230000.0,,4.875,2.0,4.0,Sociolla
Ultra Nourishing Body Oil YLANG 60ml,230000.0,230000.0,,5.0,1.0,3.0,Sociolla
Hand Sanitizer BERGAMOT,58000.0,58000.0,,5.0,2.0,4.0,Sociolla
Botanical Essentials - Bundle BERGAMOT Body Lotion and Hand Sanitizer,318000.0,318000.0,,,0.0,0.0,Sociolla
Antibacterial Hand Wash BERGAMOT 300ml,210000.0,210000.0,,4.416666666666666,1.0,3.0,Sociolla
Hygiene Kit VETIVER FREE Pouch Canvas,142000.0,142000.0,,5.0,1.0,1.0,Sociolla
Botanical Essentials - Bundle YLANG Body Lotion and Hand Sanitizer,318000.0,318000.0,,,0.0,0.0,Sociolla
Hand Sanitizer YLANG 60ml,58000.0,58000.0,,5.0,1.0,3.0,Sociolla
Travel Set Nourishing and Soothing VETIVER FREE Travel Pouch,260000.0,260000.0,,,0.0,0.0,Sociolla
Shampoo For Oily Scalp PATCHOULI,195000.0,195000.0,,4.95,3.0,5.0,Sociolla
Antibacterial Hand Wash YLANG 300ml,210000.0,210000.0,,5.0,0.0,2.0,Sociolla
Hand Sanitizer PATCHOULI 60ml,58000.0,58000.0,,4.9375,2.0,4.0,Sociolla
Hand Sanitizer Kit MIX Variant 3x60ml FREE Pouch Canvas,135000.0,135000.0,,5.0,3.0,3.0,Sociolla
Botanical Essentials - Bundle PATCHOULI Body Lotion and Hand Sanitizer,318000.0,318000.0,,,0.0,0.0,Sociolla
Repairing Conditioner PATCHOULI 60ml,80000.0,80000.0,,4.5,1.0,3.0,Sociolla
Travel Set PATCHOULI 5x60ml FREE Travel Pouch,260000.0,260000.0,,,0.0,0.0,Sociolla
Body Wash BERGAMOT,162500.0,162500.0,,4.958333333333333,3.0,6.0,Sociolla
Body Wash YLANG,162500.0,162500.0,,5.0,1.0,3.0,Sociolla
Travel Set BERGAMOT 5x60ml FREE Travel Pouch,260000.0,260000.0,,,0.0,0.0,Sociolla
Hair Care Bundle PATCHOULI,380000.0,380000.0,,4.975,10.0,10.0,Sociolla
Body Wash VETIVER,260000.0,260000.0,,5.0,1.0,3.0,Sociolla
Hygiene Kit PATCHOULI 3x60ml FREE Pouch Canvas,142000.0,142000.0,,4.666666666666667,3.0,3.0,Sociolla
Hygiene Kit BERGAMOT 3x60ml FREE Pouch Canvas,142000.0,142000.0,,,0.0,0.0,Sociolla
Hygiene Kit YLANG 3x60ml FREE Pouch Canvas,142000.0,142000.0,,4.8,5.0,5.0,Sociolla
Himalaya Herb Nard Shampoo,360000.0,360000.0,,4.869565217391304,22.0,23.0,Sociolla
Himalaya Herb Nard Treatment,360000.0,360000.0,,4.875,4.0,6.0,Sociolla
Orange Blossom Facial Mask,25000.0,25000.0,,4.581154684095861,1392.0,1377.0,Sociolla
Tea Tree Acne Pimple Patch 0.3mm,35000.0,35000.0,,4.544642857142857,56.0,56.0,Sociolla
Tea Tree Blackhead Mask (Step 1),80000.0,80000.0,,4.694126074498568,349.0,349.0,Sociolla
Tea Tree Clay Mask,20000.0,20000.0,,4.5,17.0,17.0,Sociolla
Tea Tree Acne Pimple Patch 0.1Mm,30000.0,30000.0,,4.670886075949367,79.0,79.0,Sociolla
Soothing Serum Facial Mask,25000.0,25000.0,,4.75,13.0,13.0,Sociolla
Sheet Mask Hyaluronic Acid - Melembabkan Wajah,25000.0,25000.0,,4.574742268041238,1179.0,1164.0,Sociolla
Aloe Vera Facial Mask,25000.0,25000.0,,4.5,9.0,9.0,Sociolla
Orange Blossom Eye Mask,120000.0,120000.0,,4.382352941176471,17.0,17.0,Sociolla
Peach Teeth Brightening Powder 30G,49000.0,49000.0,,,0.0,0.0,Sociolla
Set of 3 Sheet Mask Rose Hydrating - Menyegarkan & Melembabkan,75000.0,75000.0,,,0.0,0.0,Sociolla
Set Of 3 Acne Treatment Serum Facial Mask,75000.0,75000.0,,,0.0,0.0,Sociolla
Set Of 3 Soothing Serum Facial Mask,75000.0,75000.0,,,0.0,0.0,Sociolla
Set Of 3 Collagen Peptide Serum Facial Mask,75000.0,75000.0,,,0.0,0.0,Sociolla
Set of 5 Sheet Mask Rose Hydrating - Menyegarkan & Melembabkan,125000.0,125000.0,,,0.0,0.0,Sociolla
Set Of 5 Aloe Vera Facial Mask,125000.0,125000.0,,,0.0,0.0,Sociolla
Set Of 5 Acne Treatment Serum Facial Mask,125000.0,125000.0,,,0.0,0.0,Sociolla
Set Of 5 Soothing Serum Facial Mask,125000.0,125000.0,,,0.0,0.0,Sociolla
Acne Treatment Serum Facial Mask,25000.0,25000.0,,4.548387096774194,31.0,31.0,Sociolla
Collagen Peptide Serum Facial Mask,25000.0,25000.0,,5.0,2.0,2.0,Sociolla
Sheet Mask Rose Hydrating - Menyegarkan & Melembabkan,25000.0,25000.0,,4.5215625,815.0,800.0,Sociolla
Pore Minimizer Serum Step 2,80000.0,80000.0,,4.25,15.0,15.0,Sociolla
Rose Eye Mask,120000.0,120000.0,,4.583333333333333,12.0,12.0,Sociolla
Tea Tree Salicylic Acid Cleansing Pad,120000.0,120000.0,,4.636363636363637,11.0,11.0,Sociolla
Aloe Vera Clay Mask,20000.0,20000.0,,4.386363636363637,11.0,11.0,Sociolla
Perilla Clay Mask,20000.0,20000.0,,4.315789473684211,19.0,19.0,Sociolla
Orange Blossom Sunscreen,120000.0,120000.0,,4.727272727272728,10.0,11.0,Sociolla
Aloe Vera Eye Mask,120000.0,120000.0,,4.7,5.0,5.0,Sociolla
Teeth Whitening Powder,63500.0,63500.0,,4.056122448979592,49.0,49.0,Sociolla
Tea Tree Acne Treatment Cream,80000.0,80000.0,,4.652173913043479,67.0,69.0,Sociolla
Lime Teeth Brightening Powder 30G,49000.0,49000.0,,,0.0,0.0,Sociolla
Freezing Mint Teeth Brightening Powder 30G,49000.0,49000.0,,,0.0,0.0,Sociolla
Tea Tree Acne Treatment Cream,80000.0,80000.0,,4.575471698113208,51.0,53.0,Sociolla
Retionl Lifting Serum Facial Mask,25000.0,25000.0,,4.5,12.0,12.0,Sociolla
Green Tea Teeth Brightening Powder 30G,49000.0,49000.0,,,0.0,0.0,Sociolla
UV Sunscreen SPF 50+ - Krim Pelindung Wajah,120000.0,120000.0,,4.332142857142857,67.0,70.0,Sociolla
Teeth Whitening Pen,80000.0,80000.0,,4.205128205128205,39.0,39.0,Sociolla
"Krim Penghilang Noda Bekas Jerawat, Luka & Stretch Mark",100000.0,100000.0,,4.481132075471698,104.0,106.0,Sociolla
Orange Blossom Clay Mask,20000.0,20000.0,,4.65,10.0,10.0,Sociolla
Tea Tree Acne Treatment Facial Cleanser,80000.0,80000.0,,4.0,2.0,2.0,Sociolla
Set Of 3 Orange Blossom Facial Mask,75000.0,75000.0,,,0.0,0.0,Sociolla
Set Of 5 Orange Blossom Facial Mask,125000.0,125000.0,,,0.0,0.0,Sociolla
Serum Penumbuh Rambut - Mencegah Kerontokan,80000.0,80000.0,,4.429166666666667,60.0,60.0,Sociolla
Sticker Jerawat,32500.0,32500.0,,4.41491395793499,521.0,523.0,Sociolla
Set of 3 Sheet Mask Hyaluronic Acid - Melembabkan Wajah,75000.0,75000.0,,,0.0,0.0,Sociolla
Set of 5 Sheet Mask Hyaluronic Acid - Melembabkan Wajah,125000.0,125000.0,,,0.0,0.0,Sociolla
Eyelash Care Serum,150000.0,150000.0,,4.3125,24.0,24.0,Sociolla
Vitamin C Serum - Mencerahkan Wajah,100000.0,100000.0,,4.48019801980198,99.0,101.0,Sociolla
Set Of 3 Aloe Vera Facial Mask,75000.0,75000.0,,,0.0,0.0,Sociolla
Set Of 5 Collagen Peptide Serum Facial Mask,125000.0,125000.0,,,0.0,0.0,Sociolla
Serum Mata Roll On Retinol - Menyamarkan Kerutan Halus,80000.0,80000.0,,4.39448051948052,151.0,154.0,Sociolla
Serum Mata Roll On Vitamin C - Mencerahkan,80000.0,80000.0,,4.332699619771863,263.0,263.0,Sociolla
Hyaluronic Acid Serum - Melembabkan Wajah,100000.0,100000.0,,4.507142857142857,35.0,35.0,Sociolla
Serum Mata Roll On Hyaluronic Acid - Melembabkan,80000.0,80000.0,,4.393939393939394,66.0,66.0,Sociolla
Glowing Underarm,99000.0,99000.0,,4.522486772486773,187.0,189.0,Sociolla
Good Body Odor,95000.0,95000.0,,4.592334494773519,40.0,41.0,Sociolla
Underarm Scrub,75000.0,75000.0,,4.5625,121.0,124.0,Sociolla
AHA HERO Exfoliating Liquid,85000.0,85000.0,,4.711538461538462,13.0,13.0,Sociolla
"Glowing & Moisturizing Body Serum 4% Niacinamide, Aloevera & Chamomile Extract",95000.0,95000.0,,,0.0,0.0,Sociolla
Good Body Odor For Sensitive Skin,95000.0,95000.0,,4.416666666666666,3.0,3.0,Sociolla
Carrot Vita Toner Pad,280800.0,280800.0,,,0.0,0.0,Sociolla
Tea Tree Cica Soothing Toner,202800.0,202800.0,,,0.0,0.0,Sociolla
Artemisia pH Balance Cleansing Foam,202800.0,202800.0,,5.0,1.0,1.0,Sociolla
Fresh Bowl Pack Aloe,31200.0,31200.0,,4.875,2.0,2.0,Sociolla
Fresh Bowl Pack Black Sugar,31200.0,31200.0,,5.0,1.0,1.0,Sociolla
Carrot Vita Dark Spot Serum,343200.0,343200.0,,,0.0,0.0,Sociolla
Tea Tree Cica Trouble Cleansing Foam,202800.0,202800.0,,5.0,2.0,2.0,Sociolla
Premium Lip Balm SPF 15,45000.0,45000.0,,4.686379410063621,91.0,91.0,Sociolla
Lanosalve Multipurpose Balm,62500.0,62500.0,,4.684210526315789,19.0,19.0,Sociolla
Brow-Nificent,225000.0,225000.0,,4.911111111111111,4.0,9.0,Sociolla
Everyday Intense Lip Cream,325000.0,325000.0,,4.885714285714286,13.0,21.0,Sociolla
Everyday Velvet Rouge Lipstick,295000.0,295000.0,,4.777777777777778,8.0,18.0,Sociolla
Everyday Thunderblush Cheek,295000.0,295000.0,,5.0,1.0,1.0,Sociolla
Easy Peasy Blending Makeup Sponge Set,275000.0,275000.0,,5.0,1.0,1.0,Sociolla
Everyday Perfect Blurring Compact Powder,425000.0,425000.0,,4.971428571428572,8.0,14.0,Sociolla
Bare With Me Cleansing Balm,145000.0,145000.0,,3.875,2.0,2.0,Sociolla
Buttonscarves Body Lotion Venice,375000.0,375000.0,,,0.0,0.0,Sociolla
Buttonscarves Body Lotion Colmar,375000.0,375000.0,,,0.0,0.0,Sociolla
Everyday Brush Set,975000.0,975000.0,,5.0,2.0,2.0,Sociolla
Buttonscarves Body Lotion Bilbao,375000.0,375000.0,,,0.0,0.0,Sociolla
Buttonscarves Body Lotion Cairo,375000.0,375000.0,,,0.0,0.0,Sociolla
Cairo Eau De Perfume,510000.0,510000.0,,4.833333333333333,6.0,10.0,Sociolla
Bilbao Eau De Perfume,510000.0,510000.0,,4.357142857142858,9.0,14.0,Sociolla
Venice Eau De Perfume,510000.0,510000.0,,4.787878787878788,7.0,11.0,Sociolla
Colmar Eau De Perfume,510000.0,510000.0,,4.641975308641976,23.0,27.0,Sociolla
Coffee & Coconut Scrub Travel Size BAG,169000.0,169000.0,,4.495588235294118,174.0,170.0,Sociolla
Coffee & Coconut Scrub TUB,339000.0,339000.0,,4.530585106382979,205.0,188.0,Sociolla
Coffee Scrub TUB,309000.0,309000.0,,4.473039215686274,103.0,102.0,Sociolla
Coffee Scrub Travel Size BAG,149000.0,149000.0,,4.478618421052632,157.0,152.0,Sociolla
Body Lotion,249000.0,249000.0,,4.719780219780219,89.0,91.0,Sociolla
Body Wash,169000.0,169000.0,,4.733552631578947,74.0,76.0,Sociolla
Coffee Scrub Big Pack,458000.0,458000.0,,,0.0,0.0,Sociolla
C Lab Duo Series - Tub Scrub,648000.0,648000.0,,,0.0,0.0,Sociolla
Solar Smart Tint Bundle,254900.0,254900.0,,,0.0,0.0,Sociolla
Healthy Protection Tint Bundle,283000.0,283000.0,,,0.0,0.0,Sociolla
"Bye UV, Bye Acne Daily Routine",254900.0,254900.0,,,0.0,0.0,Sociolla
Apply & Reapply Sunscreen as Easy as 1-2-3!,254900.0,254900.0,,,0.0,0.0,Sociolla
Cushion Set,308900.0,308900.0,,,0.0,0.0,Sociolla
Carasun Solar Smart UV Tint Sun Cushion SPF 50+ PA++++,184000.0,184000.0,,4.563837904526904,1285.0,1285.0,Sociolla
Carasun Solar Smart UV - Sun Cushion SPF 50+ PA++++ Refill,124900.0,124900.0,,4.617968839427663,629.0,629.0,Sociolla
Carasun Solar Smart UV Protector SPF 45 PA++++ Sunscreen,89250.0,89250.0,,4.651572199043451,9827.0,9827.0,Sociolla
Apply Reapply Complete Bundle,343000.0,343000.0,,,0.0,0.0,Sociolla
Maximal Glowing Kit,162400.0,162400.0,,4.708841463414634,164.0,164.0,Sociolla
Healthy Matte UV Protector SPF 50+ PA++++,149000.0,149000.0,,4.791309012875537,490.0,466.0,Sociolla
Complete Bye Acne Kit,162400.0,162400.0,,4.7089041095890405,73.0,73.0,Sociolla
CARASUN  SOLAR SMART UV - SUN CUSHION  SPF 50+ PA++++,184000.0,184000.0,,4.617910447761194,67.0,67.0,Sociolla
Duo Healthy Matte 30ml,198000.0,198000.0,,4.5,1.0,1.0,Sociolla
CARASUN SOLAR SMART UV - SUN CUSHION SPF 50+ PA++++ Set,308900.0,308900.0,,,0.0,0.0,Sociolla
Duo Healthy Matte 70ml,398000.0,398000.0,,5.0,1.0,1.0,Sociolla
Clean EDT 100ml,189000.0,189000.0,,4.388888888888889,21.0,24.0,Sociolla
Raspberry Souffle,54000.0,54000.0,,4.544912142669814,124.0,124.0,Sociolla
Spring In New York,54000.0,54000.0,,4.525252525252526,62.0,66.0,Sociolla
Coco Vanilla: French Vanilla + Spring in New York - 100ml,108000.0,108000.0,,,0.0,0.0,Sociolla
French Affair: French Vanilla + French Linen - 100ml,108000.0,108000.0,,,0.0,0.0,Sociolla
Boy Meets Girl,108000.0,108000.0,,4.666666666666667,1.0,1.0,Sociolla
Ice Cream Cake,108000.0,108000.0,,,0.0,0.0,Sociolla
French Vanilla,54000.0,54000.0,,4.399522451690764,272.0,275.0,Sociolla
Body Lotion - Velvet Rose,88000.0,88000.0,,4.81,24.0,25.0,Sociolla
Wild Orchid,54000.0,54000.0,,4.3637592968221774,84.0,87.0,Sociolla
Fresh Discovery Set - 5 x 5ml,66000.0,66000.0,,4.066666666666666,5.0,5.0,Sociolla
Floral Discovery Set - 5 x 5ml,66000.0,66000.0,,4.277777777777778,6.0,6.0,Sociolla
Velvet Rose,54000.0,54000.0,,4.475828197226503,173.0,177.0,Sociolla
French Linen,54000.0,54000.0,,4.421245421245421,89.0,91.0,Sociolla
Fruity Discovery Set - 5 x 5ml,66000.0,66000.0,,4.388888888888889,6.0,6.0,Sociolla
Fairydust,54000.0,54000.0,,4.481481481481482,6.0,9.0,Sociolla
Body Lotion - French Linen,88000.0,88000.0,,4.65625,8.0,8.0,Sociolla
Secret Garden Body Lotion,88000.0,88000.0,,4.758928571428571,26.0,28.0,Sociolla
Spring in New York Body Lotion,88000.0,88000.0,,4.25,7.0,7.0,Sociolla
Jasmine Blossom,54000.0,54000.0,,4.482109161656294,233.0,239.0,Sociolla
Body Lotion - French Vanilla,88000.0,88000.0,,4.785714285714286,34.0,35.0,Sociolla
Body Lotion - Jasmine Blossoms,88000.0,88000.0,,4.711538461538461,25.0,26.0,Sociolla
Saint Tropez,54000.0,54000.0,,4.378205128205128,49.0,52.0,Sociolla
Secret Garden,54000.0,54000.0,,4.4252798252798256,107.0,111.0,Sociolla
