nama_produk,harga,harga_original,diskon,rating,jumlah_review,jumlah_terjual,sumber
Body Lotion - Clean,88000.0,88000.0,,,0.0,0.0,Sociolla
Beachwalk: Saint Tropez + French Linen - 100ml,108000.0,108000.0,,,0.0,0.0,Sociolla
Sakura Blossom: Spring in New York + Jasmine Blossom - 100ml,108000.0,108000.0,,,0.0,0.0,Sociolla
Candy Crush,54000.0,54000.0,,4.533333333333333,2.0,5.0,Sociolla
Joy EDT 100ml,189000.0,189000.0,,4.633333333333333,7.0,10.0,Sociolla
Allure EDT 100ml,189000.0,189000.0,,4.481481481481482,6.0,9.0,Sociolla
Shades of Pink Fragrance Collection,162000.0,162000.0,,,0.0,0.0,Sociolla
Flowerbomb: Velvet Rose + Spring in New York - 100ml,108000.0,108000.0,,,0.0,0.0,Sociolla
Three EDT 5ml,48000.0,48000.0,,4.25,9.0,12.0,Sociolla
Clean EDT 5ml,48000.0,48000.0,,4.5,28.0,30.0,Sociolla
Discovery Set - 5 Mini Size x 5ml,240000.0,240000.0,,4.458333333333333,8.0,8.0,Sociolla
Joy EDT 5ml,48000.0,48000.0,,4.041666666666667,5.0,8.0,Sociolla
Brave EDT 5ml,48000.0,48000.0,,4.296296296296297,6.0,9.0,Sociolla
Sakura Blossom,54000.0,54000.0,,4.8,2.0,5.0,Sociolla
Bubble Bath: Aromatherapy Hand & Body Wash (Eucalyptus + Whitemoss) + French Linen,183000.0,183000.0,,,0.0,0.0,Sociolla
Allure EDT 5ml,48000.0,48000.0,,4.5,11.0,14.0,Sociolla
Chillax: Aromatherapy Hand & Body Wash (Eucalyptus + Spearmint) + Saint Tropez,183000.0,183000.0,,,0.0,0.0,Sociolla
Black Dahlia,279000.0,279000.0,,4.4361673414305,65.0,65.0,Sociolla
Delicate Embrace,279000.0,279000.0,,4.21304347826087,46.0,46.0,Sociolla
Song of The Youth,279000.0,279000.0,,4.661403508771929,38.0,38.0,Sociolla
Dancing with My Shadow,279000.0,279000.0,,4.540998217468806,34.0,34.0,Sociolla
Talking To The Moon,279000.0,279000.0,,4.753623188405797,23.0,23.0,Sociolla
Spring Sonata,279000.0,279000.0,,4.575048732943469,19.0,19.0,Sociolla
Vinopure Skin Perfecting Serum,700000.0,700000.0,,5.0,2.0,2.0,Sociolla
Vinopure Purifying Mask,505000.0,505000.0,,5.0,1.0,1.0,Sociolla
Vinopure Salicylic Spot Solution,280000.0,280000.0,,,0.0,0.0,Sociolla
Vinopure Purifying Gel Cleanser,400000.0,400000.0,,5.0,1.0,1.0,Sociolla
Beauty Elixir,557500.0,557500.0,,5.0,4.0,4.0,Sociolla
Vinoclean Instant Foaming Cleanser,300000.0,300000.0,,5.0,1.0,1.0,Sociolla
Vinoclean Micellar Cleansing Water,400000.0,400000.0,,5.0,1.0,1.0,Sociolla
Vinopure Purifying Toner,400000.0,400000.0,,4.75,1.0,1.0,Sociolla
Vinoclean Moisturizing Toning Lotion,307500.0,307500.0,,4.0,1.0,1.0,Sociolla
Grape Water,300000.0,300000.0,,,0.0,0.0,Sociolla
Vinoperfect Instant Brightening Moisturizer,830000.0,830000.0,,,0.0,0.0,Sociolla
Vinopure Moisturizing Mattifying Fluid,530000.0,530000.0,,5.0,1.0,1.0,Sociolla
Vinosource-Hydra Moisturizing Mask,505000.0,505000.0,,5.0,1.0,1.0,Sociolla
Duo Vinoclean Instant Foaming Cleanser,595000.0,595000.0,,5.0,1.0,1.0,Sociolla
Vinosource-Hydra S.O.S Thirst-Quenching Serum,690000.0,690000.0,,5.0,1.0,1.0,Sociolla
Vinosource-Hydra Grape Water Gel Moisturizer,615000.0,615000.0,,,0.0,0.0,Sociolla
Vinoclean Makeup Removing Cleansing Oil,430000.0,430000.0,,5.0,1.0,1.0,Sociolla
Vinoperfect Concentrated Glycolic Essence,625000.0,625000.0,,4.833333333333334,3.0,3.0,Sociolla
Vinoperfect Glycolic Peel Mask,505000.0,505000.0,,5.0,1.0,1.0,Sociolla
Vinotherapist Hand and Nail Cream,225000.0,225000.0,,4.75,1.0,1.0,Sociolla
Vinopure Acne-prone Skin Essentials Set,700000.0,700000.0,,,0.0,0.0,Sociolla
Vinosource-Hydra Set,690000.0,690000.0,,,0.0,0.0,Sociolla
Vinoperfect Radiance Serum Complexion Enhancing,1135000.0,1135000.0,,5.0,3.0,3.0,Sociolla
Vinosource-Hydra Moisturizing Sorbet,530000.0,530000.0,,,0.0,0.0,Sociolla
Vinotherapist Lip and Hand Duo,195000.0,195000.0,,,0.0,0.0,Sociolla
Vinotherapist Lip Conditioner,125000.0,125000.0,,,0.0,0.0,Sociolla
Keratin Pro Daily Use Hair Mask,79650.0,79650.0,,4.656976744186046,43.0,43.0,Sociolla
Color Shield Shampoo 250ml,61100.0,61100.0,,4.6,24.0,25.0,Sociolla
Keratin Pro Daily Conditioner 1000ml,104050.0,104050.0,,4.628205128205128,37.0,39.0,Sociolla
Color Shield Hair Mask 500ml,122800.0,122800.0,,4.65,23.0,25.0,Sociolla
Collagen Repair Hair Serum Oil 3x10ml,47800.0,47800.0,,,0.0,0.0,Sociolla
Color Shield Conditioner 250ml,61100.0,61100.0,,4.5,24.0,26.0,Sociolla
Keratin Pro Daily Shampoo 1000ml,104050.0,104050.0,,4.5588235294117645,49.0,51.0,Sociolla
Keratin Pro Daily Hair Vitamin Spray 100ml,88600.0,88600.0,,4.661111111111111,43.0,45.0,Sociolla
Collagen Repair Hair Serum 100ml,98200.0,98200.0,,,0.0,0.0,Sociolla
Collagen Repair Hair Refining Lotion 3x10ml,87800.0,87800.0,,,0.0,0.0,Sociolla
Collagen Repair Conditioner 250ml,66100.0,66100.0,,,0.0,0.0,Sociolla
Collagen Repair Hair Mask 500gr,138900.0,138900.0,,,0.0,0.0,Sociolla
Collagen Repair Shampoo 250ml,66100.0,66100.0,,,0.0,0.0,Sociolla
Silver Screen Shampoo 250ml,120300.0,120300.0,,,0.0,0.0,Sociolla
Silver Screen Conditioner 250ml,120300.0,120300.0,,,0.0,0.0,Sociolla
Fix Pro Supreme Hold Styling Spray 380ml,154700.0,154700.0,,,0.0,0.0,Sociolla
The Real Noni Energy Ampoule,273000.0,273000.0,,,0.0,0.0,Sociolla
Derma Nature Fresh Blackhead Jojoba Cleansing Oil,242000.0,242000.0,,5.0,1.0,1.0,Sociolla
Derma Nature Glutathione Longlasting Tone-Up Cream,165000.0,165000.0,,,0.0,0.0,Sociolla
The Real Noni Energy Repair Cream,287000.0,287000.0,,,0.0,0.0,Sociolla
Derma Sunscreen 100 SPF50+/PA++++,399000.0,399000.0,,,0.0,0.0,Sociolla
Aquatica Stick Sunscreen 100 SPF50+ PA++++,399000.0,399000.0,,,0.0,0.0,Sociolla
Laser Sunscreen 100 SPF50+ / PA+++,399000.0,399000.0,,4.75,1.0,1.0,Sociolla
Advanced Clear Sunscreen 100 SPF50+ / PA++++,349000.0,349000.0,,4.0,1.0,1.0,Sociolla
Toning Sunscreen 100 SPF50+/PA++++,399000.0,399000.0,,,0.0,0.0,Sociolla
Stick Sunscreen 100 SPF50+ PA+++,399000.0,399000.0,,,0.0,0.0,Sociolla
Celove Creamy Body Wash,114000.0,114000.0,,5.0,2.0,2.0,Sociolla
Moisturizing Cream,471856.5,471856.5,,4.390779682413129,171.0,174.0,Sociolla
Gentle Skin Cleanser,267750.0,267750.0,,4.360346761866222,15833.0,15870.0,Sociolla
Oily Skin Cleanser,255168.0,255168.0,,4.289936102236422,932.0,939.0,Sociolla
Dailyadvance Lotion® 85 g,277191.0,277191.0,,4.208762886597938,95.0,97.0,Sociolla
Brightening Night Comfort Cream,330956.0,330956.0,,4.505208333333333,46.0,48.0,Sociolla
Uva/Uvb Defense Spf 50,434976.0,434976.0,,4.34009009009009,110.0,111.0,Sociolla
Bright Healthy Radiance Brightness Refresh Toner,248217.0,248217.0,,4.423076923076923,24.0,26.0,Sociolla
Bright Healthy Radiance Gentle Renewing Cleanser,236900.0,236900.0,,5.0,1.0,1.0,Sociolla
Brighteness Reveal Body Wash,236398.0,236398.0,,4.855263157894736,17.0,19.0,Sociolla
Daily Facial Moisturizer Lotion Spf15 118 ml,299633.0,299633.0,,4.14441287878788,524.0,528.0,Sociolla
Bright Healthy Radiance Perfecting Serum,492400.0,492400.0,,5.0,2.0,2.0,Sociolla
Brightness Reveal Creamy Cleanser,236398.0,236398.0,,4.5390625,30.0,32.0,Sociolla
Hydrating Foaming Cream Cleanser,165900.0,165900.0,,,0.0,0.0,Sociolla
Bright Healthy Radiance Sheet Mask 6pcs x 23 ml,334500.0,334500.0,,5.0,1.0,1.0,Sociolla
Optimal Hydration 48H Activation Serum,412500.0,412500.0,,5.0,1.0,3.0,Sociolla
Cetaphil Optimal Hydration Healthy Glow Daily Cream,407600.0,407600.0,,4.750000000000001,1.0,3.0,Sociolla
Soothing Foam Wash,429000.0,429000.0,,5.0,1.0,1.0,Sociolla
Brightening Day Protection Cream SPF15,319137.0,319137.0,,4.44672131147541,59.0,61.0,Sociolla
Baby Gentle Wash & Shampoo with Organic Calendula,236000.0,236000.0,,4.779411764705882,17.0,17.0,Sociolla
Moisturizing Lotion,249000.0,249000.0,,4.394486692015209,263.0,263.0,Sociolla
Daily Exfoliating Cleanser,179598.0,179598.0,,4.5854591836734695,50.0,52.0,Sociolla
Ultra Gentle Body Wash,210598.0,210598.0,,4.557971014492754,67.0,69.0,Sociolla
Baby Daily Lotion,251000.0,251000.0,,4.735294117647058,34.0,34.0,Sociolla
Brightening Body Lotion,354596.0,354596.0,,4.559523809523809,20.0,21.0,Sociolla
Optimal Hydration Body Spray Moisturizer,473900.0,473900.0,,5.0,0.0,2.0,Sociolla
Puff (Refill),129000.0,129000.0,,4.8125,2.0,4.0,Sociolla
Kill Lash Superproof Mascara,260000.0,260000.0,,4.773913043478261,42.0,46.0,Sociolla
Pro Eye Palette,450000.0,450000.0,,4.733333333333333,49.0,54.0,Sociolla
Pro Eye Palette Mini,310000.0,310000.0,,4.92,7.0,10.0,Sociolla
"Sharp, So Simple Waterproof Pencil Liner",140000.0,140000.0,,4.725,31.0,40.0,Sociolla
Kill Cover Fixer Cushion SPF 50+ PA+++,450000.0,450000.0,,4.717391304347826,44.0,46.0,Sociolla
Kill Brow Auto Hard Brow Pencil,290000.0,290000.0,,5.0,0.0,4.0,Sociolla
Melting Sheer Lips,230000.0,230000.0,,4.757142857142857,10.0,14.0,Sociolla
Shade & Shadow Palette,450000.0,450000.0,,5.0,1.0,1.0,Sociolla
Kill Cover Airy-Fit Concealer,170000.0,170000.0,,4.542857142857143,9.0,14.0,Sociolla
Chiffon Blur Tint,260000.0,260000.0,,,0.0,0.0,Sociolla
"Kill Cover Mesh Glow Cushion SPF 50+, PA++++",510000.0,510000.0,,,0.0,0.0,Sociolla
"Kill Cover The New Founwear Cushion SPF 50+, PA+++",510000.0,510000.0,,,0.0,0.0,Sociolla
"Sharp, So Simple Waterproof Pen Liner",190000.0,190000.0,,4.44,8.0,10.0,Sociolla
Superproof Pen Liner Kill,210000.0,210000.0,,4.933333333333334,10.0,15.0,Sociolla
Superproof Brush Liner Kill,260000.0,260000.0,,4.857142857142857,4.0,7.0,Sociolla
"Sharp, So Simple Brow Pencil",200000.0,200000.0,,,0.0,0.0,Sociolla
"Kill Cover New Matte Foundation SPF20, PA++",450000.0,450000.0,,4.800000000000001,6.0,9.0,Sociolla
Winter Melon Face Mask,200000.0,200000.0,,5.0,1.0,1.0,Sociolla
Winter Melon Serum,255000.0,255000.0,,,0.0,0.0,Sociolla
Dak Lak Coffee Body Butter,195000.0,195000.0,,,0.0,0.0,Sociolla
Winter Melon Toner,150000.0,150000.0,,,0.0,0.0,Sociolla
Pomelo Shampoo,255000.0,255000.0,,,0.0,0.0,Sociolla
Dak Lak Coffee Face Polish,160000.0,160000.0,,5.0,1.0,1.0,Sociolla
Winter Melon Shower Gel 310ml,245000.0,245000.0,,,0.0,0.0,Sociolla
Pomelo Hair Mask,220000.0,220000.0,,,0.0,0.0,Sociolla
Dak Lak Coffee Lip Scrub,79000.0,79000.0,,,0.0,0.0,Sociolla
Winter Melon Dark Spots & Acne Spray For Back,245000.0,245000.0,,,0.0,0.0,Sociolla
Winter Melon Cleanser,160000.0,160000.0,,,0.0,0.0,Sociolla
Winter Melon Gel Cream,252500.0,252500.0,,,0.0,0.0,Sociolla
Pomelo Hair Tonic,150000.0,150000.0,,,0.0,0.0,Sociolla
Dak Lak Coffee Body Polish,225000.0,225000.0,,,0.0,0.0,Sociolla
Dak Lak Coffee Smooth & Radiant Skin,300000.0,300000.0,,,0.0,0.0,Sociolla
Pomelo Hair Conditioner,220000.0,220000.0,,,0.0,0.0,Sociolla
Ben Tre Coconut Lip Balm,35000.0,35000.0,,,0.0,0.0,Sociolla
Winter Melon Micellar Water,207500.0,207500.0,,,0.0,0.0,Sociolla
Thick & Healthy Hair Care Set,475000.0,475000.0,,,0.0,0.0,Sociolla
Winter Melon Soothing Care,310000.0,310000.0,,,0.0,0.0,Sociolla
Dry Shampoo Original,151000.0,151000.0,,4.41988950276243,362.0,362.0,Sociolla
Dry Shampoo Volume,165000.0,165000.0,,4.354166666666667,82.0,84.0,Sociolla
Dry Shampoo Dreamer,151000.0,151000.0,,4.702941176470588,171.0,170.0,Sociolla
Dry Shampoo Unicorn,151000.0,151000.0,,4.5625,139.0,140.0,Sociolla
Dry Shampoo Overnight Renew,151000.0,151000.0,,4.576923076923077,11.0,13.0,Sociolla
Travel Size Original,56000.0,56000.0,,4.637962962962963,540.0,540.0,Sociolla
All-in-One Cool-Tone Aegyo-Sal Maker,152880.0,152880.0,,3.9,2.0,2.0,Sociolla
Rosy Tone-up Cream,280800.0,280800.0,,,0.0,0.0,Sociolla
Artist Formula Auto Brow,124800.0,124800.0,,,0.0,0.0,Sociolla
Artist Formula Slim Brow Pencil,109200.0,109200.0,,,0.0,0.0,Sociolla
Thunderbolt Tint Lacquer,152880.0,152880.0,,,0.0,0.0,Sociolla
Silky Skin Two Way Cake,149000.0,149000.0,,4.590000000000001,36.0,40.0,Sociolla
CONFITTY Clear Quartz Face Roller,220000.0,220000.0,,4.375,1.0,2.0,Sociolla
Rose Water Infused Bouncy Make Up Blender,79000.0,79000.0,,4.583333333333333,34.0,36.0,Sociolla
Greentea Oil Infused Bouncy Makeup Blender,79000.0,79000.0,,4.964285714285714,5.0,7.0,Sociolla
Rose Water Infused Bouncy Makeup Blender,79000.0,79000.0,,,0.0,0.0,Sociolla
Charcoal Infused Bouncy Make Up Blender,79000.0,79000.0,,4.571428571428572,26.0,28.0,Sociolla
Crystal Clear Magic Lipgloss,99000.0,99000.0,,4.620930232558139,81.0,86.0,Sociolla
Greentea Collections Set Bundle (With Box),465000.0,465000.0,,5.0,1.0,1.0,Sociolla
Morning Bubble Emulsion,129000.0,129000.0,,4.884615384615385,11.0,13.0,Sociolla
CONFITTY Clear Quartz Gua Sha,149000.0,149000.0,,4.330357142857142,27.0,28.0,Sociolla
Daily Refresh Facemist,109000.0,109000.0,,4.819444444444445,17.0,18.0,Sociolla
Bundle Crystal Clear Magic Lipgloss,350000.0,350000.0,,,0.0,0.0,Sociolla
Double Cleansing Balm,129000.0,129000.0,,4.077586206896552,27.0,29.0,Sociolla
Clear Fit Master Patch,59000.0,59000.0,,4.584848484848485,1320.0,1320.0,Sociolla
Acne Pimple Master Patch,59000.0,59000.0,,4.522201538663379,5575.0,5575.0,Sociolla
Acne Pimple + Clear Fit Patch,118000.0,118000.0,,4.604623877895154,176.0,176.0,Sociolla
Oily Skin Bundle,454900.0,454900.0,,5.0,1.0,1.0,Sociolla
Advanced Snail Mucin Gel Cleanser,290000.0,290000.0,,4.698453608247423,97.0,97.0,Sociolla
Salicylic Acid Daily Gentle Cleanser,155000.0,155000.0,,4.609827009739788,6879.0,6879.0,Sociolla
Low pH Good Morning Cleanser,110000.0,110000.0,,4.642205930094145,18482.0,18482.0,Sociolla
Oil Free Ultra Moisturizing Lotion (with Birch Sap),299900.0,299900.0,,4.633726041849833,5687.0,5687.0,Sociolla
Aloe Soothing Sun Cream SPF 50+ PA+++,199900.0,199900.0,,4.623282562506287,5826.0,5826.0,Sociolla
The Vitamin C 23 Serum,275000.0,275000.0,,4.62012987012987,385.0,385.0,Sociolla
The Niacinamide 15 Serum,275000.0,275000.0,,4.649484536082474,290.0,291.0,Sociolla
Hydrium Watery Toner,177000.0,177000.0,,4.637490007993605,1251.0,1251.0,Sociolla
Advanced Snail 92 All in One Cream,329000.0,329000.0,,4.526072329688814,3578.0,3567.0,Sociolla
Vitamin E Vitalizing Sunscreen,350000.0,350000.0,,4.642857142857142,14.0,14.0,Sociolla
Total Hydration Care - The Hyaluronic Acid 3 Serum Low pH Good Morning Cleanser,424000.0,424000.0,,,0.0,0.0,Sociolla
Total Acne Care - The Niacinamide 15 Serum Low pH Good Morning Cleanser,424000.0,424000.0,,,0.0,0.0,Sociolla
Skintelligent  Solution Kit,355000.0,355000.0,,4.625,4.0,4.0,Sociolla
Dry Skin Bundle,354900.0,354900.0,,5.0,1.0,1.0,Sociolla
Exfoliating + Hydrating,585000.0,585000.0,,,0.0,0.0,Sociolla
AHA/BHA Clarifying Treatment Toner set of 2,400000.0,400000.0,,4.888888888888889,9.0,9.0,Sociolla
AHA/BHA Clarifying Treatment Toner,200000.0,200000.0,,4.518353078613938,18617.0,18617.0,Sociolla
AC Collection Acne Patch,99000.0,99000.0,,4.627064220183486,545.0,545.0,Sociolla
Centella Water Alcohol-Free Toner,215000.0,215000.0,,4.574857660455487,3864.0,3864.0,Sociolla
AC Collection Calming Foam Cleanser,215000.0,215000.0,,4.675665101721439,639.0,639.0,Sociolla
Full Fit Propolis Synergy Toner,177000.0,177000.0,,4.684806004935563,2605.0,2605.0,Sociolla
Advanced Snail Mucin 96 Power Essence,275000.0,275000.0,,4.6052415041553525,12153.0,12153.0,Sociolla
Centella Blemish Cream,299000.0,299000.0,,4.286007733204446,2069.0,2069.0,Sociolla
AC Collection Lightweight Soothing Moisturizer,349000.0,349000.0,,4.630482456140351,456.0,456.0,Sociolla
Full Fit Propolis Light Cream,499000.0,499000.0,,4.5625,248.0,248.0,Sociolla
One Step Original Clear Pads,299900.0,299900.0,,4.469210914454277,4068.0,4068.0,Sociolla
AHA 7 Whitehead Power Liquid,275000.0,275000.0,,4.485775893025893,3256.0,3256.0,Sociolla
Advanced Snail 96 Mucin Power Essence (Set of 2),550000.0,550000.0,,5.0,1.0,1.0,Sociolla
Advanced Snail Peptide Eye Cream + Advanced Snail Mucin 96 Power Essence,690000.0,690000.0,,4.875,4.0,4.0,Sociolla
Hydrium Green Tea Aqua Soothing Gel Cream,345000.0,345000.0,,4.527383201678401,291.0,293.0,Sociolla
The Retinol 0.1 Cream,415000.0,415000.0,,4.4944444444444445,45.0,45.0,Sociolla
The Retinol 0.5 Oil,415000.0,415000.0,,4.733606557377049,61.0,61.0,Sociolla
The Hyaluronic Acid 3 Serum,275000.0,275000.0,,4.698529411764706,102.0,102.0,Sociolla
Hydrium Triple Hyaluronic Moisture Ampoule,375000.0,375000.0,,4.626543209876544,243.0,243.0,Sociolla
AC Collection Blemish Spot Drying Lotion,285000.0,285000.0,,4.632352941176471,136.0,136.0,Sociolla
AC Collection Calming Liquid Mild,389000.0,389000.0,,4.596153846153846,260.0,260.0,Sociolla
Ori + Moisture Toner Pads,599800.0,599800.0,,4.25,1.0,1.0,Sociolla
Pure Fit Cica Serum,399000.0,399000.0,,4.648907103825136,183.0,183.0,Sociolla
Salicylic Acid Daily Gentle Cleanser (Set of 2),310000.0,310000.0,,,0.0,0.0,Sociolla
Snail Series (Advanced Snail Peptide Eye Cream + Advanced Snail 92 All in One Cream),744000.0,744000.0,,,0.0,0.0,Sociolla
Refresh AHA BHA Vitamin C Daily Cream,300000.0,300000.0,,4.64453125,128.0,128.0,Sociolla
Advanced Snail Peptide Eye Cream,415000.0,415000.0,,4.501630888391814,389.0,389.0,Sociolla
Hydrium Green Tea Soothing Cream + Centella Soothing Ampoule,730000.0,730000.0,,4.5,4.0,4.0,Sociolla
Hydrium Moisture Power Enriched Cream,345000.0,345000.0,,4.566089766896942,225.0,225.0,Sociolla
AC Collection Blemish Spot Serum,415000.0,415000.0,,4.535919540229885,174.0,174.0,Sociolla
Galactomyces 95 Tone Balancing Essence,299000.0,299000.0,,4.555258033106135,1027.0,1027.0,Sociolla
Refresh AHA BHA Vitamin C Booster Serum,350000.0,350000.0,,4.675872093023256,172.0,172.0,Sociolla
Centella Water Alcohol Free Toner (Set of 2),430000.0,430000.0,,4.75,1.0,1.0,Sociolla
COSRX Low pH Niacinamide Micellar Cleansing Water,299000.0,299000.0,,4.75,3.0,3.0,Sociolla
Level Up Acne Treatment & Skin Hydration Set - Niacinamide 15 Serum & Hyaluronic Acid 3 Serum,550000.0,550000.0,,,0.0,0.0,Sociolla
Sunny Snail Tone Up Cream + Galactomyces 95 Tone Balancing Essence,598000.0,598000.0,,4.550000000000001,5.0,5.0,Sociolla
Hydrium Moisture Cream + Triple Hyaluronic Moisture Ampoule,720000.0,720000.0,,,0.0,0.0,Sociolla
One Step Moisture Up Pads,299900.0,299900.0,,4.50537838740513,843.0,843.0,Sociolla
Pure Fit Cica Pad,395000.0,395000.0,,4.6,5.0,5.0,Sociolla
Full Fit Propolis Synergy Pad,395000.0,395000.0,,4.9,10.0,10.0,Sociolla
Clear Fit Master Patch (Set of 3),177000.0,177000.0,,,0.0,0.0,Sociolla
Acne Pimple Master Patch (Set of 3),177000.0,177000.0,,4.5,2.0,2.0,Sociolla
AC Must Have (AC Collection Calming Foam Cleanser + AC Collection Ultimate Spot Cream),530000.0,530000.0,,,0.0,0.0,Sociolla
AC Collection Ultimate Spot Cream,315000.0,315000.0,,4.553154205607477,428.0,428.0,Sociolla
Pure Fit Cica Cleanser,249000.0,249000.0,,4.608040201005025,199.0,199.0,Sociolla
Pure Fit Cica Smoothing Cleanser Balm,300000.0,300000.0,,4.488505747126437,87.0,87.0,Sociolla
AC Collection Calming Liquid Intensive,389000.0,389000.0,,4.618055555555555,324.0,324.0,Sociolla
Pure Fit Cica Toner,320000.0,320000.0,,4.631226053639847,261.0,261.0,Sociolla
Acne Healing & Skin Soothing Bundle,788000.0,788000.0,,4.25,1.0,1.0,Sociolla
Poreless Pad,395000.0,395000.0,,4.750000000000001,3.0,3.0,Sociolla
AC Starter Set (AC Collection Calming Foam Cleanser + AC Collection Lightweight Soothing Moisturizer),564000.0,564000.0,,,0.0,0.0,Sociolla
One Step Green Hero Calming Pad,299900.0,299900.0,,4.539063146022076,563.0,563.0,Sociolla
Pure Fit Cica Cleanser + Cream,688000.0,688000.0,,,0.0,0.0,Sociolla
Pure Fit Cica Cleanser + Serum,648000.0,648000.0,,,0.0,0.0,Sociolla
Pure Fit Cica Cleanser + Toner,569000.0,569000.0,,,0.0,0.0,Sociolla
BHA Blackhead Power Liquid,315000.0,315000.0,,4.396411338962605,1658.0,1658.0,Sociolla
Advanced Snail Hydrogel Eye Patch,399000.0,399000.0,,4.639423076923077,52.0,52.0,Sociolla
Hyaluronic Acid Intensive Cream,299000.0,299000.0,,4.5204545454545455,1100.0,1100.0,Sociolla
Hyaluronic Acid Hydra Power Essence,299000.0,299000.0,,4.60364768683274,562.0,562.0,Sociolla
COSRX AHA BHA Clarifying Treatment Toner 30mL,60000.0,60000.0,,4.667391304347826,115.0,115.0,Sociolla
Sunny Snail Tone Up Cream,299000.0,299000.0,,4.4887261709773245,761.0,761.0,Sociolla
Hydrium Centella Aqua Soothing Ampoule,385000.0,385000.0,,4.592715231788079,302.0,302.0,Sociolla
Hyaluronic Essence + Cream,598000.0,598000.0,,4.347222222222222,9.0,9.0,Sociolla
Ultimate Nourishing Rice Overnight Spa Mask,269000.0,269000.0,,4.427316293929713,1252.0,1252.0,Sociolla
Full Fit Propolis Light Ampoule,435000.0,435000.0,,4.601549153944364,334.0,334.0,Sociolla
COSRX Low pH Good Morning Gel Cleanser 20mL,30000.0,30000.0,,4.798387096774194,93.0,93.0,Sociolla
Two in One Poreless Power Liquid,315000.0,315000.0,,4.42478354978355,461.0,462.0,Sociolla
Pure Fit Cica Cream,439000.0,439000.0,,4.601503759398497,133.0,133.0,Sociolla
COSRX Advanced Snail 96 Mucin Power Essence 30mL,95000.0,95000.0,,4.702643171806168,227.0,227.0,Sociolla
Balancium Comfort Ceramide Cream,369000.0,369000.0,,4.533410138248848,217.0,217.0,Sociolla
AC Collection Acne Hero kit Mild 2.0,349000.0,349000.0,,4.586268510900864,143.0,143.0,Sociolla
AC Collection Acne Hero Kit Intensive 2.0,349000.0,349000.0,,4.625478927203065,261.0,261.0,Sociolla
Advanced Snail Radiance Dual Essence,505000.0,505000.0,,4.704918032786885,61.0,61.0,Sociolla
COSRX Oil-Free Ultra-Moisturizing Lotion (with Birch Sap) 20mL,75000.0,75000.0,,4.666071428571429,140.0,140.0,Sociolla
Pure Fit Trial Kit (Cica 7 Relief Kit),349000.0,349000.0,,4.642857142857142,35.0,35.0,Sociolla
Balsa Body Wash,99000.0,99000.0,,4.719546742209632,350.0,353.0,Sociolla
MAROU AHA Firming Body Wash,135000.0,135000.0,,4.745098039215686,50.0,51.0,Sociolla
Body Scrub But Better BYRON with AHA,135000.0,135000.0,,4.535714285714286,7.0,7.0,Sociolla
Body Scrub But Better ULU with Activated Charcoal,135000.0,135000.0,,4.25,1.0,1.0,Sociolla
KOHA Exfoliating Hand Wash,85000.0,85000.0,,4.775974025974026,77.0,77.0,Sociolla
ALMA Exfoliating Hand Wash,85000.0,85000.0,,4.793103448275862,56.0,58.0,Sociolla
YARRA AHA Firming Body Wash,135000.0,135000.0,,4.6875,21.0,24.0,Sociolla
Rice and Algae Blend Face Cleanser,115000.0,115000.0,,5.0,2.0,2.0,Sociolla
Aspen Body Wash,99000.0,99000.0,,4.723684210526315,246.0,247.0,Sociolla
White Truffle First Aromatic Spray Serum,520000.0,520000.0,,4.822,25.0,25.0,Sociolla
Mild Skin Balancing Vegan Cleanser,500000.0,500000.0,,5.0,6.0,6.0,Sociolla
White Truffle First Spray Serum,485000.0,485000.0,,4.75998003992016,501.0,501.0,Sociolla
White Truffle Double Layer Revitalizing Serum,950000.0,950000.0,,5.0,6.0,6.0,Sociolla
White Truffle First Aromatic Toner,420000.0,420000.0,,5.0,1.0,1.0,Sociolla
Waterfull Tone-Up Sun Cream,480000.0,480000.0,,4.671875,16.0,16.0,Sociolla
Waterfull Essence Sun Cream,480000.0,480000.0,,4.583333333333333,3.0,3.0,Sociolla
Mild Skin Balancing Vegan Toner,590000.0,590000.0,,,0.0,0.0,Sociolla
White Truffle All in One Multi Balm,630000.0,630000.0,,5.0,1.0,1.0,Sociolla
Mild Skin Balancing Vegan Cream,740000.0,740000.0,,,0.0,0.0,Sociolla
Marula Repair Hair Mask,329000.0,329000.0,,4.718253968253968,61.0,63.0,Sociolla
Rosemary Hair Activating Shampoo,299000.0,299000.0,,4.433546183546183,182.0,185.0,Sociolla
Argan Repair Oil,269000.0,269000.0,,4.654882154882155,295.0,297.0,Sociolla
